reference_role,inference_role,reference_name,inference_name
REACTANT,REACTANT,potassium fluoride,potassium fluoride
REACTANT,REACTANT,"2-Bromo-2',4'-difluoropropiophenone","2-Bromo-2',4'-difluoropropiophenone"
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,sodium formate,sodium formate
REACTANT,REACTANT,Na,Na
REACTANT,REACTANT,"2-hydroxy-4-(4-ethyl-5-methyl-2H-1,2,3-triazol-2-yl)-benzaldehyde","2-hydroxy-4-(4-ethyl-5-methyl-2H-1,2,3-triazol-2-yl)-benzaldehyde"
REACTANT,REACTANT,ethyl 4-nitrophenylacetate,ethyl 4-nitrophenylacetate
REACTANT,REACTANT,piperidine,piperidine
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,"6-oxo-1,6-dihydropyridazine-3-carboxylic acid monohydrate","6-oxo-1,6-dihydropyridazine-3-carboxylic acid monohydrate"
REACTANT,REACTANT,chloroform,chloroform
REACTANT,SOLVENT,thionyl chloride,thionyl chloride
SOLVENT,REACTANT,dimethylformamide,dimethylformamide
SOLVENT,COMPOUND_MISSING,dichloromethane,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,cyclobutylethylamine,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,dichloromethane,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,triethylamine,COMPOUND_MISSING
REACTANT,REACTANT,3-{[(4-fluorophenyl)sulfonyl]methyl}azetidine hydrochloride,3-{[(4-fluorophenyl)sulfonyl]methyl}azetidine hydrochloride
REACTANT,REACTANT,2-bromo-1-(3-thienyl)ethanone,2-bromo-1-(3-thienyl)ethanone
REACTANT,REACTANT,Methyl-5-methoxy-3-oxovalerate,Methyl-5-methoxy-3-oxovalerate
REACTANT,SOLVENT,methanol,methanol
REACTANT,REACTANT,ammonium formate,ammonium formate
REACTANT,REACTANT,NaBH3CN,NaBH3CN
SOLVENT,SOLVENT,HCl,HCl
SOLVENT,COMPOUND_MISSING,Methylene chloride,COMPOUND_MISSING
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,Sodium hydride,Sodium hydride
REACTANT,REACTANT,"4′-chlorospiro[1-azabicyclo[2.2.2]octane-3,2′(3′H)-furo[2,3-b]pyridine]","4′-chlorospiro[1-azabicyclo[2.2.2]octane-3,2′(3′H)-furo[2,3-b]pyridine"
REACTANT,REACTANT,thiophenol,thiophenol
REACTANT,REACTANT,methanol,methanol
SOLVENT,SOLVENT,dioxane,dioxane
REACTANT,REACTANT,phenyl benzoate,phenyl benzoate
REACTANT,CATALYST,samarium,samarium
SOLVENT,SOLVENT,DME,DME
REACTANT,REACTANT,"4,4'-difluorobenzhydrylpiperazine","4,4'-difluorobenzhydrylpiperazine"
REACTANT,REACTANT,ice,ice
REACTANT,REACTANT,epibromohydrin,epibromohydrin
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,acetonitrile,acetonitrile
SOLVENT,COMPOUND_MISSING,acetonitrile,COMPOUND_MISSING
REACTANT,REACTANT,compound,compound
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,product,product
REACTANT,REACTANT,trifluoroacetic acid,trifluoroacetic acid
REACTANT,REACTANT,AgNO3,AgNO3
SOLVENT,SOLVENT,H2O,H2O
REACTANT,REACTANT,sodium nonylsulfinate,sodium nonylsfinate
REACTANT,REACTANT,material,material
REACTANT,REACTANT,sodium nonylsulfinate,sodium nonylsulfinate
SOLVENT,SOLVENT,H2O,H2O
REACTANT,COMPOUND_MISSING,Four,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,silver,COMPOUND_MISSING
REACTANT,SOLVENT,NaCl,NaCl
REACTANT,REACTANT,Cyclohexyl benzene,Cyclohexyl benzene
REACTANT,REACTANT,Sulfuric acid,Sulfuric acid
REACTANT,REACTANT,oleum,oleum
REACTANT,REACTANT,( b ),( b )
REACTANT,REACTANT,ammonia,ammonia
REACTANT,REACTANT,3-[3-(4-Isopropyl-benzenesulfonylamino)-phenyl]-pyrrolidine-1-carboxylic acid methyl ester,3-[3-(4-Isopropyl-benzenesulfonylamino)-phenyl]-pyrrolidine-1-carboxylic acid methyl ester
REACTANT,REACTANT,HCl,HCl
SOLVENT,SOLVENT,EtOH,EtOH
REACTANT,REACTANT,resultant residue,resultant residue
REACTANT,REACTANT,HBr acetic acid,HBr acetic acid
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,"3-(2-cyanophenyl)-5-(2-pyridyl)-1-phenyl-1,2-dihydropyridin-2-one hydrate","3-(2-cyanophenyl)-5-(2-pyridyl)-1-phenyl-1,2-dihydropyridin-2-one hydrate"
REACTANT,REACTANT,ethanol,ethanol
REACTANT,REACTANT,methylamine,methylamine
SOLVENT,SOLVENT,hexane,hexane
REACTANT,REACTANT,aqueous solution,aqueous solution
REACTANT,REACTANT,4-chloro-2-methylsulfanyl-5-pyrimidinecarboxylate ethyl ester,4-chloro-2-methylsulfanyl-5-pyrimidinecarboxylate ethyl ester
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,dimethyl copper lithium,dimethyl copper lithium
REACTANT,REACTANT,4-(2-propenyl)cyclohex-2-en-1-one,4-(2-propenyl)cyclohex-2-en-1-one
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,water,water
REACTANT,REACTANT,(4-fluorophenyl)hydrazine,(4-fluorophenyl)hydrazine
REACTANT,REACTANT,2-fluoro-5-methoxybenzaldehyde,2-fluoro-5-methoxybenzaldehyde
REACTANT,REACTANT,cesium carbonate,cesium carbonate
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,resultant mixture,resultant mixture
REACTANT,REACTANT,compound,compound
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,"N,N-dimethylformamide","N,N-dimethylformamide"
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,Methyl bromoacetate,Methyl bromoacetate
REACTANT,REACTANT,ice,water
REACTANT,REACTANT,5-ethoxy-2-nitro-4-trifluoromethyl-benzonitrile,5-ethoxy-2-nitro-4-trifluoromethyl-benzonitrile
SOLVENT,SOLVENT,MeOH,MeOH
SOLVENT,SOLVENT,HCl,HCl
CATALYST,CATALYST,Iron,Iron
REACTANT,REACTANT,isonipecotic acid,isonipecotic acid
SOLVENT,SOLVENT,sodium hydroxide,sodium hydroxide
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,allylchloroformate,allylchloroformate
SOLVENT,SOLVENT,sodium hydroxide,sodium hydroxide
REACTANT,REACTANT,water,water
REACTANT,REACTANT,1-(3-tert-butyl-1-phenyl-1H-pyrazol-5-yl)-3-(2-fluoro-5-hydroxyphenyl)urea,1-(3-tert-butyl-1-phenyl-1H-pyrazol-5-yl)-3-(2-fluoro-5-hydroxyphenyl)urea
REACTANT,REACTANT,"4-chloro-6,7-dimethoxyquinazoline","4-chloro-6,7-dimethoxyquinazoline"
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,"1-(4-chlorobutyl)-5,6-dimethyl-1H-benzotriazole","1-(4-chlorobutyl)-5,6-dimethyl-1H-benzotriazole"
REACTANT,REACTANT,3-trifluoro methylphenylpiperazine,3-trifluoro methylphenylpiperazine
REACTANT,REACTANT,diisopropylethylamine,diisopropylethylamine
REACTANT,REACTANT,potassium iodide,potassium iodide
SOLVENT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,compound 20-3,compound 20-3
REACTANT,REACTANT,compound 23-2,compound 23-2
REACTANT,REACTANT,"[1-(3-Bromo-phenyl)-2,2-difluoro-ethylidene]-carbamic acid tert-butyl ester","[1-(3-Bromo-phenyl)-2,2-difluoro-ethylidene]-carbamic acid tert-butyl ester"
SOLVENT,SOLVENT,toluene,toluene
REACTANT,REACTANT,vinylmagnesiumbromide,vinylmagnesiumbromide
REACTANT,REACTANT,NH4Cl,NH4Cl
REACTANT,REACTANT,ethylenediamine,ethylenediamine
REACTANT,REACTANT,4-(N-ethyl-N-methylamino)salicylaldehyde,4-(N-ethyl-N-methylamino)salicylaldehyde
REACTANT,REACTANT,"4-(2-(5-Amino-8-methylbenzo[f][1,7]naphthyridin-2-yl)ethyl)benzaldehyde","4-(2-(5-Amino-8-methylbenzo[f][1,7]naphthyridin-2-yl)ethyl)benzaldehyde"
REACTANT,REACTANT,methylamine,methylamine
REACTANT,REACTANT,TFA,TFA
SOLVENT,SOLVENT,toluene,toluene
REACTANT,REACTANT,"4-(3-bromo-phenyl)-4-(2,3-dihydro-benzofuran-5-yl)-4,5-dihydro-oxazol-2-ylamine","4-(3-bromo-phenyl)-4-(2,3-dihydro-benzofuran-5-yl)-4,5-dihydro-oxazol-2-ylamine"
REACTANT,REACTANT,sodium tert-butoxide,sodium tert-butoxide
REACTANT,REACTANT,"2-di-t-butylphosphino-2′,4′,6′-tri-1-propyl-1,1′biphenyl","2-di-t-butylphosphino-2′,4′,6′-tri-1-propyl-1,1′biphenyl"
REACTANT,REACTANT,3-methoxyaniline,3-methoxyaniline
CATALYST,CATALYST,tris(dibenzylideneacetone)dipalladium,tris(dibenzylideneacetone)dipalladium
SOLVENT,COMPOUND_MISSING,ethyl acetate,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,water,COMPOUND_MISSING
REACTANT,REACTANT,N-benzylglycine,N-benzylglycine
REACTANT,REACTANT,urea,cyanic acid
REACTANT,REACTANT,thiourea,thiourea
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,3-bromo-4-(pyrrolidin-1-ylcarbonyl)benzoic acid,3-bromo-4-(pyrrolidin-1-ylcarbonyl)benzoic acid
REACTANT,REACTANT,TBTU,TBTU
REACTANT,REACTANT,diisopropylethylamine,diisopropylethylamine
REACTANT,REACTANT,rac.-1-(5-chloro-1H-benzimidazol-2-yl)ethylamine,rac.-1-(5-chloro-1H-benzimidazol-2-yl)ethylamine
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,bromine chlorine,bromine chlorine
SOLVENT,SOLVENT,methylene chloride ethanol,methylene chloride ethanol
REACTANT,REACTANT,C21H20BrClN4O2,C21H20BrClN4O2
REACTANT,REACTANT,kynurenic acid,kynurenic acid
REACTANT,REACTANT,kynurenic acid,kynurenic acid
REACTANT,REACTANT,aminooxyacetic acid,aminooxyacetic acid
REACTANT,REACTANT,kynurenine,kynurenine
REACTANT,REACTANT,2-acetylthiophene,2-acetylthiophene
REACTANT,REACTANT,dimethylamine hydrochloride,dimethylamine hydrochloride
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
REACTANT,SOLVENT,isopropanol,isopropanol
SOLVENT,SOLVENT,water,water
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,"3-[(2-benzylphenacyl)amino]-2-carbethoxy-4,6-dichloroindole","3-[(2-benzylphenacyl)amino]-2-carbethoxy-4,6-dichloroindole"
SOLVENT,REACTANT,tetrahydrofuran,tetrahydrofuran
SOLVENT,REACTANT,water,water
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
REACTANT,COMPOUND_MISSING,lithium hydroxide monohydrate,COMPOUND_MISSING
REACTANT,REACTANT,"6-(3,5-difluorophenyl)-2-(3-oxazol-2-ylbenzyl)-2H-pyridazin-3-one","6-(3,5-difluorophenyl)-2-(3-oxazol-2-ylbenzyl)-2H-pyridazin-3-one"
REACTANT,REACTANT,N-bromosuccinimide,N-bromosuccinimide
REACTANT,REACTANT,benzoyl peroxide,benzoyl peroxide
SOLVENT,SOLVENT,chlorobenzene,chlorobenzene
REACTANT,REACTANT,"Dimethyl tetrahydro-4H-pyrane-4,4-dicarboxylate","Dimethyl tetrahydro-4H-pyrane-4,4-dicarboxylate"
REACTANT,REACTANT,hydrochloric acid,hydrochloric acid
SOLVENT,SOLVENT,Water,Water
REACTANT,REACTANT,Ethyl N-[2-amino-6-(methyloxy)-3-pyridinyl]glycinate,Ethyl N-[2-amino-6-(methyloxy)-3-pyridinyl]glycinate
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,potassium tert-butoxide,potassium tert-butoxide
REACTANT,REACTANT,NH4Cl,NH4Cl
REACTANT,REACTANT,"N-Boc-(1R,2S)-1-amino-2-vinylcyclopropane carboxylic acid","N-Boc-(1R,2S)-1-amino-2-vinylcyclopropane carboxylic acid"
SOLVENT,SOLVENT,ether,ether
CATALYST,CATALYST,palladium acetate,palladium acetate
REACTANT,REACTANT,diazomethane,diazomethane
SOLVENT,SOLVENT,ether,ether
REACTANT,COMPOUND_MISSING,EtOAc hexane,COMPOUND_MISSING
REACTANT,REACTANT,aminoguanidine hydrochloride,aminoguanidine hydrochloride
REACTANT,REACTANT,1-cyclopropyl-4-isothiocyanato naphthalene,1-cyclopropyl-4-isothiocyanato naphthalene
REACTANT,REACTANT,diisopropylethylamine,diisopropylethylamine
SOLVENT,SOLVENT,DMF,DMF
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,3-chloroperoxybenzoic acid,3-chloroperoxybenzoic acid
SOLVENT,REACTANT,dichloromethane,dichloromethane
REACTANT,REACTANT,3-chloroperoxybenzoic acid,3-chloroperoxybenzoic acid
REACTANT,REACTANT,"9-fluoro-6-(p-toluenesulfonyloxy)benzo[g]isoquinoline-5,10-dione","9-fluoro-6-(p-toluenesulfonyloxy)benzo[g]isoquinoline-5,10-dione"
SOLVENT,SOLVENT,dichloromethane,dichloromethane
SOLVENT,COMPOUND_MISSING,dichloromethane,COMPOUND_MISSING
CATALYST,CATALYST,tetrakis(triphenylphosphine)palladium(0),tetrakis(triphenylphosphine)palladium(0)
REACTANT,REACTANT,sodium,sodium
REACTANT,REACTANT,6-acetyl-2-bromo-4-chloro-3-methylphenyl trifluoromethanesulfonate,6-acetyl-2-bromo-4-chloro-3-methylphenyl trifluoromethanesulfonate
SOLVENT,REACTANT,water,carbonate
SOLVENT,SOLVENT,toluene,toluene
REACTANT,REACTANT,"(3,5-difluorophenyl)boronic acid","(3,5-difluorophenyl)boronic acid"
REACTANT,REACTANT,"N-benzoyl-N'-[3-(imidazol 4-yl) propyl]-N""-(2-phenylthioethyl)-guanidine","N-benzoyl-N'-[3-(imidazol 4-yl) propyl]-N""-(2-phenylthioethyl)-guanidine"
SOLVENT,SOLVENT,hydrochloric acid,hydrochloric acid
REACTANT,REACTANT,galanthamine,galanthamine
REACTANT,REACTANT,hydrobromic acid,hydrobromic acid
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,lithium aluminum hydride,lithium aluminum hydride
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,"ethyl 6-(2-(4,4-dimethylthiochroman-6-yl)-ethynyl)nicotinate","ethyl 6-(2-(4,4-dimethylthiochroman-6-yl)-ethynyl)nicotinate"
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,water,water
REACTANT,REACTANT,Oxalyl chloride,Oxalyl chloride
REACTANT,REACTANT,(4-bromophenoxy)acetic acid,(4-bromophenoxy)acetic acid
SOLVENT,SOLVENT,methylene chloride,methylene chloride
CATALYST,CATALYST,"N,N-dimethylformamide","N,N-dimethylformamide"
REACTANT,REACTANT,pyrrolidine,pyrrolidine
REACTANT,REACTANT,( 62 ),( 62 )
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,tert-Butyl 3-(3-chloro-4-fluorophenyl)-3-hydroxypyrrolidin-1-carboxylate,tert-Butyl 3-(3-chloro-4-fluorophenyl)-3-hydroxypyrrolidin-1-carboxylate
REACTANT,REACTANT,trifluoroacetic acid,trifluoroacetic acid
REACTANT,REACTANT,( 98 ),( 98 )
REACTANT,REACTANT,( 53 ),( 53 )
REACTANT,REACTANT,10-bromo-1-decene,10-bromo-1-decene
REACTANT,REACTANT,δ-valerolactone,δ-valerolactone
REACTANT,REACTANT,allyl bromide,allyl bromide
REACTANT,COMPOUND_MISSING,β-propiolactone,COMPOUND_MISSING
SOLVENT,REACTANT,Water,Water
REACTANT,REACTANT,"2,7-dibromo-9,9-diethylfluorene","2,7-dibromo-9,9-diethylfluorene"
REACTANT,REACTANT,4-octyloxybiphenyl-4′-yl boronic acid,4-octyloxybiphenyl-4′-yl boronic acid
REACTANT,REACTANT,sodium carbonate,sodium carbonate
REACTANT,REACTANT,"1,2-dimethoxyethane","1,2-dimethoxyethane"
CATALYST,CATALYST,Tetrakis(triphenylphosphine)palladium(0),Tetrakis(triphenylphosphine)palladium(0)
REACTANT,REACTANT,water,water
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,2-Chloro-4-hydroxy-benzonitrile,2-Chloro-4-hydroxy-benzonitrile
REACTANT,REACTANT,sodium hydride,sodium hydride
REACTANT,REACTANT,Methanesulfonic acid 2-bromo-4-methyl-thiazol-5-ylmethyl ester,Methanesulfonic acid 2-bromo-4-methyl-thiazol-5-ylmethyl ester
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,DIPEA,DIPEA
REACTANT,REACTANT,2-amino-1-[4-(2-trifluoromethyl-benzoyl)-piperazin-1-yl]-ethanone TFA salt,2-amino-1-[4-(2-trifluoromethyl-benzoyl)-piperazin-1-yl]-ethanone TFA salt
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,EDCI.HCl,HOBT EDCI.HCl
REACTANT,REACTANT,4-cyanobenzoic acid,4-cyanobenzoic acid
REACTANT,COMPOUND_MISSING,HOBT,COMPOUND_MISSING
REACTANT,REACTANT,water,water
REACTANT,REACTANT,"N-[(1R)-1-(4-bromophenyl)ethyl]-2,2-dimethylpropanamide","N-[(1R)-1-(4-bromophenyl)ethyl]-2,2-dimethylpropanamide"
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,phenyllithium,phenyllithium
REACTANT,REACTANT,paraformaldehyde,paraformaldehyde
REACTANT,REACTANT,DIEA,DIEA
REACTANT,REACTANT,1-methyl-2-(6-trifluoromethoxy-benzothiazol-2-ylamino)-1H-benzoimidazole-5-carboxylic acid,1-methyl-2-(6-trifluoromethoxy-benzothiazol-2-ylamino)-1H-benzoimidazole-5-carboxylic acid
REACTANT,REACTANT,3-(2-amino-ethoxy)-propionitrile hydrochloride,3-(2-amino-ethoxy)-propionitrile hydrochloride
REACTANT,REACTANT,HBTU,HBTU
SOLVENT,SOLVENT,dioxane,dioxane
REACTANT,REACTANT,1-Bromomethyl-4-chloro-2-methoxy-benzene,1-Bromomethyl-4-chloro-2-methoxy-benzene
REACTANT,REACTANT,phenyl boronic acid,phenyl boronic acid
CATALYST,REACTANT,Pd(PPh3)4,Pd(PPh3)4
REACTANT,REACTANT,K2CO3,K2CO3
REACTANT,REACTANT,"1,6-dibromo-3a-butyl-7-(methoxymethoxy)-3,3a,4,5-tetrahydro-2H-cyclopenta[a]naphthalen-2-one","1,6-dibromo-3a-butyl-7-(methoxymethoxy)-3,3a,4,5-tetrahydro-2H-cyclopenta[a]naphthalen-2-one"
REACTANT,REACTANT,tetramethyltin,tetramethyltin
REACTANT,REACTANT,lithium chloride,lithium chloride
REACTANT,REACTANT,triphenylphosphine,triphenylphosphine
SOLVENT,SOLVENT,"N,N-dimethylformamide","N,N-dimethylformamide"
CATALYST,REACTANT,dichlorobis(triphenylphosphine)palladium(II),dichlorobis(triphenylphosphine)palladium(II)
REACTANT,REACTANT,2-fluoro-5-nitrobenzyl alcohol,2-fluoro-5-nitrobenzyl alcohol
REACTANT,SOLVENT,triethylamine,triethylamine
REACTANT,REACTANT,acetyl chloride,acetyl chloride
SOLVENT,SOLVENT,dichloromethane,dichloromethane
SOLVENT,SOLVENT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,2-phenoxyisonicotinaldehyde,2-phenoxyisonicotinaldehyde
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
SOLVENT,REACTANT,diiodomethane,diiodomethane
SOLVENT,REACTANT,methyllithium,methyllithium
REACTANT,REACTANT,citric acid,citric acid
REACTANT,REACTANT,ice water,ice water
REACTANT,REACTANT,N-(3-bromopropyl)phthalimide,N-(3-bromopropyl)phthalimide
REACTANT,REACTANT,1-(4-chlorobenzhydryl)piperazine,1-(4-chlorobenzhydryl)piperazine
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
REACTANT,REACTANT,4-dimethyl amino pyridine,4-dimethyl amino pyridine
REACTANT,REACTANT,9-anthracene methanol,9-anthracene methanol
REACTANT,REACTANT,dicyclohexyl carbodiimide,dicyclohexyl carbodiimide
REACTANT,REACTANT,methacrylic acid,methacrylic acid
SOLVENT,SOLVENT,THF,THF
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,Compound 1b,Compound 1b
REACTANT,REACTANT,sodium acetate trihydrate,sodium acetate trihydrate
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,Hydroxylamine hydrochloride,Hydroxylamine hydrochloride
REACTANT,REACTANT,4-benzyloxy phenethyl alcohol,4-benzyloxy phenethyl alcohol
REACTANT,REACTANT,potassium tert-butoxide,potassium tert-butoxide
SOLVENT,SOLVENT,DMSO,DMSO
REACTANT,REACTANT,allyl bromide,allyl bromide
REACTANT,REACTANT,compound ( 18 ),compound ( 18 )
REACTANT,REACTANT,compound ( 5 ),compound ( 5 )
REACTANT,REACTANT,imidazopyridine,imidazopyridine
REACTANT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,N-iodosuccinimide,N-iodosuccinimide
REACTANT,COMPOUND_MISSING,solid,COMPOUND_MISSING
REACTANT,REACTANT,Benzyl ether,Benzyl ether
REACTANT,SOLVENT,"1,4-dioxane","1,4-dioxane"
CATALYST,CATALYST,Pd/C,Pd/C
REACTANT,REACTANT,6-(cyclopropylmethoxy)pyrimidin-4-amine,6-(cyclopropylmethoxy)pyrimidin-4-amine
SOLVENT,REACTANT,2-methylpropan-1-ol,2-methylpropan-1-ol
REACTANT,SOLVENT,alcohol,alcohol
REACTANT,REACTANT,resultant mixture,resultant mixture
REACTANT,REACTANT,3-[3-(3-methoxyphenyl-sulfamoyl)-phenyl]-acrylic acid methyl ester,3-[3-(3-methoxyphenyl-sulfamoyl)-phenyl]-acrylic acid methyl ester
REACTANT,SOLVENT,methanol,methanol
REACTANT,REACTANT,1-Bromo-3-(trifluoromethylthio)-prop-2-ene,1-Bromo-3-(trifluoromethylthio)-prop-2-ene
REACTANT,REACTANT,1A,1A
REACTANT,REACTANT,sodium hydride,sodium hydride
REACTANT,REACTANT,N-methylpyrrolidone,N-methylpyrrolidone
SOLVENT,SOLVENT,DMF,DMF
SOLVENT,SOLVENT,pentane ethyl acetate,pentane ethyl acetate
REACTANT,COMPOUND_MISSING,sodium hydride,COMPOUND_MISSING
REACTANT,REACTANT,THPC,THPH
REACTANT,REACTANT,urea,urea
REACTANT,COMPOUND_MISSING,product,COMPOUND_MISSING
REACTANT,REACTANT,"6-chloro-7-methylimidazo[1,2-b]pyridazine","6-chloro-7-methylimidazo[1,2-b]pyridazine"
REACTANT,REACTANT,bromine,bromine
SOLVENT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,(2R)-4-(4-iodo-2-oxopyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)-N-[(2R)-tetrahydro-2H-pyran-2-yloxy]butanamide,(2R)-4-(4-iodo-2-oxopyridin-1(2H)-yl)-2-methyl-2-(methylsulfonyl)-N-[(2R)-tetrahydro-2H-pyran-2-yloxy]butanamide
REACTANT,REACTANT,"2-[(trans-4-{[4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenoxy]methyl}cyclohexyl)oxy]tetrahydro-2H-pyran","2-[(trans-4-{[4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenoxy]methyl}cyclohexyl)oxy]tetrahydro-2H-pyran"
REACTANT,REACTANT,butanamide,(2R)-2-methyl-2-(methylsulfonyl)-4-[2-oxo-4-(4-{[cis-4-(tetrahydro-2H-pyran-2-yloxy)cyclohexyl]methoxy}phenyl)pyridin-1(2H)-yl]-Netrahydro-2H-pyran-2-yloxy)butanamide
REACTANT,REACTANT,sodium hydrogen carbonate,sodium hydrogen carbonate
REACTANT,REACTANT,3-amino-5-(pyridin-4-yl)thiophene-2-carboxamide,3-amino-5-(pyridin-4-yl)thiophene-2-carboxamide
REACTANT,REACTANT,dihydro-3(2H)-furanone,dihydro-3(2H)-furanone
REACTANT,REACTANT,p-toluenesulfonic acid monohydrate,p-toluenesulfonic acid monohydrate
SOLVENT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,N-{5-[(5-aminopyridin-2-yl)oxy]-2-fluorophenyl}-2-chloro-3-(1-cyanocyclopropyl)benzamide,N-{5-[(5-aminopyridin-2-yl)oxy]-2-fluorophenyl}-2-chloro-3-(1-cyanocyclopropyl)benzamide
REACTANT,REACTANT,potassium thiocyanate,potassium thiocyanate
REACTANT,REACTANT,bromine,bromine
SOLVENT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,MeOH,MeOH
REACTANT,REACTANT,2-cyanoethyl diisopropylchlorophosphoramidite,2-cyanoethyl diisopropylchlorophosphoramidite
REACTANT,REACTANT,33a,33a
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,REACTANT,aqueous solution,aqueous solution
REACTANT,REACTANT,cis-3-amino-2-oxoazetidine-4-carboxylic acid methyl ester,cis-3-amino-2-oxoazetidine-4-carboxylic acid methyl ester
REACTANT,REACTANT,sodium hydrogen carbonate,sodium hydrogen carbonate
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,Water,Water
REACTANT,COMPOUND_MISSING,2-(2-chloroacetamido-4-thiazolyl)-2-methoxyiminoacetyl chloride,COMPOUND_MISSING
REACTANT,REACTANT,fluorescein isothiocyanate,fluorescein isothiocyanate
REACTANT,REACTANT,6-ethylenedioxy-1-hexylamine,6-ethylenedioxy-1-hexylamine
SOLVENT,SOLVENT,pyridine,pyridine
REACTANT,REACTANT,"1-[2,5-bis(methyloxy)-4-nitrophenyl]-4-(1-methylethyl)piperazine","1-[2,5-bis(methyloxy)-4-nitrophenyl]-4-(1-methylethyl)piperazine"
REACTANT,REACTANT,FeCl3,FeCl3
REACTANT,REACTANT,hydrazine hydrate,hydrazine hydrate
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,"(±)-cis-2-(4-methoxyphenyl)-3-hydroxy-8-fluoro-2,3-dihydro-1,5-benzothiazepin-4(5H)-one","(±)-cis-2-(4-methoxyphenyl)-3-hydroxy-8-fluoro-2,3-dihydro-1,5-benzothiazepin-4(5H)-one"
REACTANT,REACTANT,2-(dimethylamino)ethyl chloride hydrochloride,2-(dimethylamino)ethyl chloride hydrochloride
REACTANT,REACTANT,potassium carbonate,potassium carbonate
SOLVENT,SOLVENT,acetone,acetone
REACTANT,REACTANT,oxime,oxime
SOLVENT,SOLVENT,ethanol,ethanol
