reaction_id,COMPOUND__n_ref,COMPOUND__n_inf,COMPOUND__n_removal,COMPOUND__n_addition,COMPOUND__n_alteration_strict,COMPOUND__n_alteration_nonstrict,COMPOUND__n_intact_strict,COMPOUND__n_intact_nonstrict,PRODUCT_COMPOUND__n_ref,PRODUCT_COMPOUND__n_inf,PRODUCT_COMPOUND__n_removal,PRODUCT_COMPOUND__n_addition,PRODUCT_COMPOUND__n_alteration_strict,PRODUCT_COMPOUND__n_alteration_nonstrict,PRODUCT_COMPOUND__n_intact_strict,PRODUCT_COMPOUND__n_intact_nonstrict,REACTION_CONDITIONS__n_ref,REACTION_CONDITIONS__n_inf,REACTION_CONDITIONS__n_removal,REACTION_CONDITIONS__n_addition,REACTION_CONDITIONS__n_alteration_strict,REACTION_CONDITIONS__n_alteration_nonstrict,REACTION_CONDITIONS__n_intact_strict,REACTION_CONDITIONS__n_intact_nonstrict,REACTION_WORKUP__n_ref,REACTION_WORKUP__n_inf,REACTION_WORKUP__n_removal,REACTION_WORKUP__n_addition,REACTION_WORKUP__n_alteration_strict,REACTION_WORKUP__n_alteration_nonstrict,REACTION_WORKUP__n_intact_strict,REACTION_WORKUP__n_intact_nonstrict
ord-64d5442a91184cbaa786932454739680,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-b18e318d208c49ad8693be65d1be2d1d,6,7,0,1,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,7,1,0,0,0,7,7
ord-0ffd546820ba4e48b15e9d7fb0677669,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-15ab3e0945f742e08a0160a1b4ecb4e0,6,4,2,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,6,0,1,0,0,5,5
ord-b871444c353547ca8baae072ae1d68f9,4,5,0,1,2,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-ee396f85e17b4f08b0de3a639584e88d,6,6,0,0,2,0,4,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-d8a7b5dcfbc848d19723613dd5b81ce1,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-1271c4e773c845eeb26dc78488afa54c,6,5,1,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-efe6629819b545ed83bbebad40c72150,6,6,0,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,7,1,0,0,0,7,7
ord-4d5b65c86c6645749f65d224fc9fcb58,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b35e13d1584349aaa5a997ff22a835c5,5,6,0,1,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-7b31a4adc9c54092ae850f7a04b52061,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-d9dca0d0162a4729a6a5cfc51ecad74a,5,4,1,0,0,0,4,4,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-3ff4d942f8874591acd4a4f4ae544b4b,6,6,0,0,2,1,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1
ord-88114d4f9ab542728816e6acbae3e699,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,3,0,1,1,1,1,1
ord-1e353e4c80954f29af594292661aef39,7,7,0,0,0,0,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-e5bcce03b0424176ac89c4782f17dcf1,7,7,0,0,1,0,6,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,6,0,1,0,0,5,5
ord-f80012f87dd846a694b636f3be684a61,8,9,0,1,2,1,6,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,10,0,1,2,2,7,7
ord-2b07e4368ef94e8c8d26d55e7c63499d,5,4,1,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,9,0,0,1,1,8,8
ord-dea11df192bb483ca75ec4d2ff7ca115,5,5,0,0,0,0,5,5,2,2,0,0,1,0,1,2,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-bea2f848a49b4c2ab1b2ba954b5a9c85,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,11,11,0,0,0,0,11,11
ord-cf6f0425730e4963a3b0eb8dddf42f35,6,6,0,0,2,0,4,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,5,5
ord-bf26c4e9f9c34767a19d0300cde6a039,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,6,0,2,0,0,4,4
ord-90ec1c63679341569c7e0360a3c59bf1,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,11,11,0,0,1,1,10,10
ord-e8d388ba44b84355980e51a770b5f8a5,5,5,0,0,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-9c97de093ba2432a8331ccc4f0823e6f,6,6,0,0,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,10,6,4,0,1,1,5,5
ord-5bd90c1c63cc4a58b36ed8a8b37aa753,6,5,1,0,2,1,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,5,5
ord-63319773843f44e68e8306a3ffbee128,3,4,0,1,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-2295409253d342048e8daebc357196bb,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-a97e36f5930f4cd195796848c32c15fe,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-4bf474e019554660bf1925d5126d34b2,7,7,0,0,3,1,4,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,2,1,0,0,0,2,2
ord-8d6285e2a19844b09cd01ee36e7060af,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-57e19840f7ea4e16919d54a10cd68b7c,3,3,0,0,0,0,3,3,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-52f4cc0276154b96bc7573f1dadf5c34,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,1,1,6,6
ord-f840c91376c24a519f9115c0519d4b2a,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1
ord-c79dedfd70c741d4af70eac0c8148be1,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11,11,0,0,0,0,11,11
ord-a0eee428a20d4077b2215be6f49c8800,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,11,0,1,1,1,9,9
ord-f50780bdaa4847f6a74482c522894c19,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-120ed875b064474db738fae704d5ff0a,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-3da62fae71e1414da1a87a27fd0c36a8,4,4,0,0,0,0,4,4,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,1,1,4,4
ord-a6e11556a36d4175a4ac323546ee7547,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-3179d31a7ce547f2852f7a2f1709af07,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-f0974cf769684d65bb9be40243b57697,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11,11,0,0,0,0,11,11
ord-52718580884a4dfe9714e158ebcecefb,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-8d23a97cd3f344fe8dcfee0cb6f83430,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-78ed05de7dea4fecb889ed520c4a38db,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-d410b55e2a184e46921f9d87eb423849,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-cecfa57dc8ec4c4b80ca4d8a2ac1e909,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-e45a3d8d9766451fbd9907ab1220369d,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-62c0f36e24f541bebcc087a9e288d513,4,4,0,0,1,1,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-ff9512c27996433e964c07318633b344,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-fd07f05d1ca84c28a79b2d459bd55392,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-77ecc8d79dd4456998802035365c3486,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-c5a143c0b7934784b8e795252febeb3a,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-db037137d4984bbf9d89e6ee46660ec2,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-b55a42d1ac0b4c0cbea41296ba13e4dd,4,6,0,2,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,7,1,0,0,0,7,7
ord-b9974c5c7fe5468f817288c09d92cfd8,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-4ca7f61bd3074d26a6bbf819b3b81a3a,5,4,1,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11,11,0,0,0,0,11,11
ord-4367e39f82814814ab492aa9bdc80cbe,6,6,0,0,1,1,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-8a306c23afe44e658accdaeadac681c6,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-7c0acb6cd8da4a8bb7a7bb0782a8dcdb,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-8fbbc846c4754953ab96dc9ec1cd49d0,5,6,0,1,2,1,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,9,1,0,1,1,8,8
ord-11acaf1c31c8403d98348c2ff777bb5b,6,7,0,1,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,4,1,0,0,0,4,4
ord-d25a538c037e4e2195a93bde947a4d26,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1
ord-b96da15e808945f68a28759cd4fcecbf,2,5,0,3,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-92ac513ec02245c6967d50c68cf5c8db,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,3,1,0,0,0,3,3
ord-58413dee0cf04deb9698f5324994e7ac,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,5,1,0,1,1,4,4
ord-c0949176269e45858e62bbb8d535b132,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-0beb681e4efa44d2b8d38b1d9cff8059,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,6,5,1,0,0,0,5,5
ord-d89dd45abefa46c683edc748fbc43c3a,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-cb319d7d9e3c4ff5b44e7879f41fc4de,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-c8b523c4d6eb4401b711865d3cfefd79,7,6,1,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-4c5ebcd87c9141c6ae61a511370e1be6,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-10dc0042972548ca8d5acd9d3c9edf90,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,1,1,0,0,0,1,1
ord-8fde504737a24002841bfb6229903395,9,6,3,0,1,0,5,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,1,1,0,0,0,1,1
ord-e320ac0f8dbb41fb8865cde201c4d352,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-f6694c79ff8a41e8b7738bd2e6628c63,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-b2f1fad966b749d48994aa2adc97baa1,6,5,1,0,1,0,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,10,0,1,1,1,8,8
ord-fc0657a605e24ee1b4c4b4cbf3efc32a,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-f74788854af1427cb03d3fb12ca9a353,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-b4451a28eea540fa9e9ed9ad1b96fab4,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-c40b77ecf381443c9872e509a446d0f4,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-bc68403060164c2491cac2198b4311b8,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-dffd5b37ef134704983f72fd548a7e20,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-b0053d76d89b42e0a41372d427bec10f,5,6,0,1,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-856d89a2176543388d0767cfc84c31e6,5,5,0,0,1,0,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-1686af1b3e7e4569801f25dcbd230f9b,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,1,1,7,7
ord-8d63ac77c7864f2199dea0df9f5a1d4b,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,5,1,0,3,3,2,2
ord-d0c6821f9fdf427b8e7464c293c7032b,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-c3cb4e32ed9844bab8708443b503ca7b,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,2,2,2,2
ord-3aedb34a97654983a28aab0ee6a23176,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-e3d47ccf14b54bc386b17e3b9ea6c267,6,6,0,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-e32897ccf97349a5b1377e0ac84bb647,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-4245af5127644a29934bbb5e9f6cb89b,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-a574be2d71ea47fb9981c1dda651213d,5,4,1,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-238a791557894f3a9745614155cce40c,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,4,1,0,1,1,3,3
ord-57acb4105cee464aa6ed4e5a8c7b16d7,5,4,1,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,8,0,1,0,0,7,7
ord-b170aca1aa6740aaa2c3a9b1d3cb5ecd,7,7,0,0,0,0,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-8e3c981e4eaf448cbad0ce90f920c5a2,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-c2438bb70777444ba3cda20e73945e4d,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-80bcad0e77f34e76b9f8cc66efe9b6e5,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,12,12,0,0,1,1,11,11
ord-9144ff75d71c41efa8583c4bf9a6d701,8,8,0,0,1,1,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-76d5e382b57c447faac4587c23057b4e,3,3,0,0,1,0,2,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-e00e0b0b289c4d1cad3e1f4233b5f729,5,2,3,0,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,19,11,8,0,11,11,0,0
ord-7b6fc2f7b2734d6b932281f135493898,3,2,1,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,4,0,1,1,1,2,2
ord-1b944433b3c94d9f9d7947f5f55c18bf,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,1,1,2,2
ord-7d4ea64c9bf14de2a878977329e6dc72,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-ef67337604304920b3cd71ab58bf51d7,7,5,2,0,2,2,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,10,0,2,1,1,7,7
ord-1ce9dfce222240b38ef01cc961f53f39,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-b2c985635a8e4a1d88e024fe5d3a2fa1,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-e167b59dbb174b4d8202429f587d4812,5,3,2,0,2,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
ord-9b4064af011f4c369a82e20a2a54414f,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-4e403e9a133249848eddc4d86dbbfdde,6,3,3,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,8,11,0,3,0,0,8,8
ord-2bdd340509384582ab23ecb7dfaeeffd,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-d5265fc594aa44e79a396715921d6262,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6,10,0,4,0,0,6,6
ord-e167215e744e4bff825b2de25dead211,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-000d65bcb99e4dbf84578b2445d8e9de,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-ee7378ef8c724d6192d411b80f2b41cf,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-b7683b66a4324227b41d0084db19eee5,7,7,0,0,0,0,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-88ab7825d56643fd9a6a176d528e2ed2,10,6,4,0,1,1,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,4,1,0,2,2,2,2
ord-f2958db8283c48a29905e05bd38b76e0,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-07022403193d49da8a660b152e0f8697,6,7,0,1,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-7ade7fea02c1462aba4f77f659c9ef32,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-e204a0d750cf4c0dbf51508a02fad1eb,7,6,1,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-fcde85031ebc4f8fb7a2f1720713c40b,6,6,0,0,2,1,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,2,1,0,0,0,2,2
ord-33d46395f4114bdd883ab7c77e5653ae,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-6e90c2b556fa42a282c9985c750d8959,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,9,0,1,0,0,8,8
ord-3fe05d15a8214a15abc4156f3ed42cbf,3,4,0,1,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,2,2,0,0
ord-33c6d3f6510246638d6eb0a8d01b748f,3,3,0,0,1,0,2,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-448bfb118ec4408182701b8f1450fcf7,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-f7d1a0f3b4f14b7e8d0dfacacf09da87,5,5,0,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,5,5
ord-0a05ac663927459abd584193d3fff8b1,6,6,0,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-32265aaf466843648a2d82570c60cf4d,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-960494a3531a4f7c88995d9d76fb5c2a,4,3,1,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-81b4184b03ee480ca010d837eeca4a6e,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-fb934af7076b4edbabb0007a94381462,3,2,1,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-009a02f69e6c4d2ba04d62e4c8c45179,5,4,1,0,0,0,4,4,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-a2dc18fb47ed4f82b80012fd61c62f3d,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,6,1,0,0,0,6,6
ord-c302b048e30b4883b2cbdf9efdfe8eff,8,6,2,0,1,1,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,11,12,0,1,2,2,9,9
ord-8e2effd8a546477b99adf163a479633e,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,13,13,0,0,1,1,12,12
ord-424a50d322bb48dfa5806d11c7ff4ba7,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,2,1,0,0,0,2,2
ord-62c225ed938e459e853c7a475ccac4c0,7,8,0,1,1,0,6,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,5,1,0,0,0,5,5
ord-6ff34a015eab450385b277965d2e099c,9,9,0,0,0,0,9,9,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,11,10,1,0,1,1,9,9
ord-ea6f6f535a8b4e1fa87e1739e29789bb,10,9,1,0,2,1,7,8,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,4,4,5,5
ord-1153987045a949a8b216fb93e276fa39,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-f50ec239323c420fa35fc0d71c2f819d,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,7,8,0,1,0,0,7,7
ord-331ee86488bb45b8aa2398f3db7e4946,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-3dc70a585325441b96fb3e67ff7918e2,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-a533ab19e1a34c218346d6ddb59c7381,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-965eb5b2f5714489bb2ddb2ab8110335,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
